brand,price,mileage,power,new,year,fuel,cc
BMW,2000,67830.0,74.0,Gebruikt,1992.0,Benzine,1093.0
BMW,2000,30000.0,37.0,Gebruikt,2002.0,Benzine,652.0
BMW,2000,96000.0,66.0,Gebruikt,2000.0,Benzine,786.409626719057
BMW,2000,63688.0,55.0,Gebruikt,2002.0,Benzine,1130.0
BMW,2000,77500.0,35.0,Gebruikt,2004.0,Benzine,786.409626719057
BMW,2000,75000.0,37.0,Gebruikt,2003.0,Benzine,786.409626719057
BMW,2000,59000.0,30.0,Gebruikt,1991.0,Benzine,786.409626719057
BMW,2000,75000.0,37.0,Gebruikt,2003.0,Benzine,786.409626719057
BMW,2000,76899.0,66.0,Gebruikt,1996.0,Benzine,1100.0
BMW,2000,58000.0,35.0,Gebruikt,1999.0,Benzine,650.0
BMW,2000,40000.0,8.0,Gebruikt,2001.0,Benzine,786.409626719057
BMW,2000,82130.0,74.0,Gebruikt,1994.0,Benzine,786.409626719057
BMW,2000,39000.0,35.0,Gebruikt,1997.0,Benzine,786.409626719057
BMW,2000,39000.0,35.0,Gebruikt,1997.0,Benzine,786.409626719057
BMW,2000,39000.0,35.0,Gebruikt,1997.0,Benzine,786.409626719057
BMW,2000,39000.0,35.0,Gebruikt,1997.0,Benzine,786.409626719057
BMW,2000,40000.0,35.0,Gebruikt,2005.0,Benzine,786.409626719057
Yamaha,700,50000.0,15.0,Gebruikt,1996.0,Benzine,786.409626719057
Yamaha,700,24000.0,15.0,Gebruikt,2001.0,Benzine,786.409626719057
Yamaha,700,46000.0,24.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,700,60000.0,11.0,Gebruikt,2009.0,Benzine,786.409626719057
Yamaha,700,13000.0,125.0,Gebruikt,2005.0,Benzine,786.409626719057
Yamaha,700,18000.0,4.0,Gebruikt,2009.0,Benzine,786.409626719057
Yamaha,700,75000.0,16.0,Gebruikt,2011.0,Benzine,786.409626719057
Yamaha,700,30000.0,91.0,Gebruikt,2009.0,Benzine,786.409626719057
Yamaha,700,72525.0,1.0,Gebruikt,2000.0,Benzine,786.409626719057
Yamaha,700,33000.0,15.0,Gebruikt,2008.0,Benzine,786.409626719057
Yamaha,700,33000.0,15.0,Gebruikt,2008.0,Benzine,786.409626719057
Yamaha,700,9969.0,11.0,Gebruikt,2004.0,Tweetakt,786.409626719057
Yamaha,700,15000.0,15.0,Gebruikt,1998.0,Benzine,786.409626719057
Yamaha,700,21000.0,1.0,Gebruikt,2006.0,Benzine,786.409626719057
Yamaha,700,9000.0,1.0,Gebruikt,1983.0,Benzine,786.409626719057
Yamaha,700,47000.0,15.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,700,4600.0,10.0,Gebruikt,2002.0,Benzine,150.0
Yamaha,700,9600.0,3.0,Gebruikt,1996.0,Benzine,49.0
Yamaha,700,5600.0,16.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,700,9500.0,2.0,Gebruikt,2012.0,Benzine,786.409626719057
Ducati,2800,15000.0,51.0,Gebruikt,2007.0,Benzine,786.409626719057
Ducati,2800,42204.0,32.0,Gebruikt,2005.0,Benzine,786.409626719057
Ducati,2800,27000.0,44.0,Gebruikt,2004.0,Benzine,786.409626719057
Ducati,2800,7860.0,62.0,Gebruikt,2003.0,Benzine,786.409626719057
Ducati,2800,22500.0,44.0,Gebruikt,2004.0,Benzine,786.409626719057
Ducati,2800,29000.0,32.0,Gebruikt,2005.0,Benzine,786.409626719057
Ducati,2800,48000.0,50.0,Gebruikt,1998.0,Benzine,786.409626719057
Ducati,2800,31789.0,46.0,Gebruikt,1999.0,Benzine,786.409626719057
Ducati,2800,64500.0,50.0,Gebruikt,1992.0,Benzine,748.0
Ducati,2800,59000.0,65.0,Gebruikt,1998.0,Benzine,900.0
Ducati,2800,38000.0,50.0,Gebruikt,2002.0,Benzine,620.0
Ducati,2800,40000.0,22.0,Gebruikt,2006.0,Benzine,786.409626719057
Ducati,2850,29981.0,61.0,Gebruikt,2001.0,Benzine,944.0
Ducati,2850,50000.0,250.0,Gebruikt,1972.0,Benzine,786.409626719057
Ducati,2875,28613.0,40.0,Gebruikt,1996.0,Benzine,583.0
Ducati,2890,25000.0,40.0,Gebruikt,2002.0,Benzine,786.409626719057
Ducati,2895,74000.0,44.0,Gebruikt,2002.0,Benzine,786.409626719057
Ducati,2900,48000.0,75.0,Gebruikt,2005.0,Benzine,992.0
Ducati,2900,58000.0,50.0,Gebruikt,1993.0,Benzine,786.409626719057
Ducati,2900,39000.0,54.0,Gebruikt,2008.0,Benzine,695.0
Kawasaki,1400,56000.0,72.0,Gebruikt,1998.0,Benzine,600.0
Kawasaki,1400,49800.0,22.0,Gebruikt,1998.0,Benzine,253.0
Kawasaki,1400,49750.0,37.0,Gebruikt,1991.0,Benzine,554.0
Kawasaki,1445,105324.0,54.623782675551,Gebruikt,1992.0,Not defined,1000.0
Kawasaki,1450,14900.0,22.0,Gebruikt,2001.0,Benzine,253.0
Kawasaki,1450,52100.0,54.623782675551,Gebruikt,1992.0,Not defined,750.0
Kawasaki,1450,48000.0,37.0,Gebruikt,2002.0,Benzine,786.409626719057
Kawasaki,1450,26000.0,35.0,Gebruikt,1998.0,Benzine,499.0
Kawasaki,1450,6500.0,108.0,Gebruikt,1998.0,Benzine,786.409626719057
Kawasaki,1450,43700.0,44.0,Gebruikt,1997.0,Benzine,786.409626719057
Kawasaki,1450,40000.0,89.0,Gebruikt,1998.0,Benzine,899.0
Kawasaki,1450,20000.0,44.0,Gebruikt,1995.0,Benzine,498.0
Kawasaki,1475,16300.0,37.0,Gebruikt,1993.0,Benzine,786.409626719057
Kawasaki,1480,44418.0,37.0,Gebruikt,1999.0,Benzine,499.0
Kawasaki,1490,56000.0,37.0,Gebruikt,2003.0,Benzine,500.0
Kawasaki,1490,49600.0,37.0,Gebruikt,1994.0,Benzine,786.409626719057
Kawasaki,1490,57491.0,54.623782675551,Gebruikt,2008.0,Benzine,650.0
Kawasaki,1490,26500.0,57.0,Gebruikt,1995.0,Benzine,593.0
Kawasaki,1490,58467.0,68.0,Gebruikt,1987.0,Benzine,748.0
Kawasaki,1495,19033.0,54.623782675551,Gebruikt,2004.0,Benzine,750.0
Honda,590,0.0,9.0,Nieuw,2002.5164528722808,0,786.409626719057
Honda,599,100.0,35.0,Gebruikt,2003.0,Benzine,786.409626719057
Honda,600,43000.0,10.0,Gebruikt,2003.0,Benzine,786.409626719057
Honda,600,13271.0,5.0,Gebruikt,2003.0,Benzine,786.409626719057
Honda,600,13271.0,5.0,Gebruikt,2003.0,Benzine,786.409626719057
Honda,600,126087.0,96.0,Gebruikt,1992.0,Benzine,786.409626719057
Honda,600,98500.0,95.0,Gebruikt,1996.0,Benzine,786.409626719057
Honda,600,45000.0,12.0,Gebruikt,2005.0,Benzine,786.409626719057
Honda,600,29515.0,10.0,Gebruikt,2003.0,Benzine,125.0
Honda,600,30000.0,250.0,Gebruikt,2002.0,Benzine,786.409626719057
Honda,600,36786.0,11.0,Gebruikt,2008.0,Benzine,786.409626719057
Honda,600,34000.0,14.0,Gebruikt,2000.0,Benzine,786.409626719057
Honda,600,55000.0,28.0,Gebruikt,2008.0,Benzine,786.409626719057
Honda,600,43700.0,13.0,Gebruikt,2001.0,Benzine,153.0
Honda,600,31502.0,10.0,Gebruikt,2009.0,Benzine,786.409626719057
Honda,600,90000.0,77.0,Gebruikt,1989.0,Benzine,786.409626719057
Honda,600,25000.0,10.0,Gebruikt,2001.0,Benzine,786.409626719057
Honda,600,42750.0,100.0,Gebruikt,2003.0,Tweetakt,786.409626719057
Honda,600,31591.0,11.0,Gebruikt,2000.0,Benzine,786.409626719057
Honda,640,59513.0,63.0,Gebruikt,1987.0,Benzine,598.0
BMW,2000,50000.0,55.0,Gebruikt,1986.0,Benzine,786.409626719057
BMW,2000,95000.0,65.0,Gebruikt,1993.0,Benzine,786.409626719057
BMW,2000,113000.0,74.0,Gebruikt,1994.0,Benzine,1100.0
BMW,2000,79000.0,52.0,Gebruikt,1996.0,Benzine,786.409626719057
BMW,2000,59000.0,66.0,Gebruikt,1995.0,Benzine,786.409626719057
BMW,2000,36300.0,5.0,Gebruikt,1981.0,Benzine,786.409626719057
BMW,2000,96000.0,13.0,Gebruikt,2001.0,Benzine,786.409626719057
BMW,2000,12000.0,22.0,Gebruikt,2000.0,Benzine,786.409626719057
BMW,2050,26099.0,11.0,Gebruikt,2001.0,Benzine,786.409626719057
BMW,2095,65210.0,54.623782675551,Gebruikt,1999.0,Benzine,1100.0
BMW,2100,98500.0,66.0,Gebruikt,2000.0,Benzine,1100.0
BMW,2100,43000.0,35.0,Gebruikt,2002.0,Benzine,786.409626719057
BMW,2100,62325.0,36.0,Gebruikt,2002.0,Benzine,786.409626719057
BMW,2100,80000.0,74.0,Gebruikt,1987.0,Benzine,1000.0
BMW,2100,75000.0,66.0,Gebruikt,1985.0,Benzine,990.0
BMW,2100,47545.0,66.0,Gebruikt,1996.0,Benzine,1085.0
BMW,2100,94500.0,66.0,Gebruikt,1995.0,Benzine,786.409626719057
BMW,2100,45449.0,35.0,Gebruikt,1998.0,Benzine,650.0
BMW,2100,18500.0,11.0,Gebruikt,2005.0,Benzine,125.0
BMW,2100,133000.0,57.0,Gebruikt,1999.0,Benzine,1100.0
Yamaha,700,15075.0,2.0,Gebruikt,2017.0,Benzine,786.409626719057
Yamaha,700,42500.0,75.0,Gebruikt,2008.0,Benzine,786.409626719057
Yamaha,700,54800.0,15.0,Gebruikt,2003.0,Benzine,786.409626719057
Yamaha,700,40000.0,15.0,Gebruikt,2009.0,Benzine,786.409626719057
Yamaha,750,38400.0,15.0,Gebruikt,2009.0,Benzine,786.409626719057
Yamaha,750,49900.0,14.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,750,93000.0,25.0,Gebruikt,2005.0,Benzine,786.409626719057
Yamaha,750,50000.0,15.0,Gebruikt,2005.0,Benzine,786.409626719057
Yamaha,750,1000.0,49.0,Gebruikt,2009.0,Benzine,786.409626719057
Yamaha,750,54000.0,25.0,Gebruikt,1990.0,Benzine,786.409626719057
Yamaha,750,32000.0,36.0,Gebruikt,2009.0,Benzine,786.409626719057
Yamaha,750,49000.0,98.0,Gebruikt,1992.0,Benzine,786.409626719057
Yamaha,750,2685.0,2.0,Gebruikt,2015.0,Tweetakt,786.409626719057
Yamaha,750,2685.0,2.0,Gebruikt,2015.0,Tweetakt,786.409626719057
Yamaha,750,125000.0,96.0,Gebruikt,1987.0,Benzine,1198.0
Yamaha,750,24699.0,6.0,Gebruikt,2012.0,Benzine,786.409626719057
Yamaha,750,41300.0,67.0,Gebruikt,1994.0,Benzine,99.0
Yamaha,750,30000.0,2.0,Gebruikt,2006.0,Benzine,786.409626719057
Yamaha,790,52000.0,25.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,790,36730.0,1.0,Gebruikt,2000.0,Benzine,786.409626719057
Ducati,2900,55000.0,49.0,Gebruikt,1997.0,Benzine,786.409626719057
Ducati,2900,31000.0,62.0,Gebruikt,2003.0,Benzine,992.0
Ducati,2900,44400.0,44.0,Gebruikt,2002.0,Benzine,620.0
Ducati,2900,58000.0,50.0,Gebruikt,1993.0,Benzine,786.409626719057
Ducati,2900,25000.0,52.0,Gebruikt,2006.0,Benzine,786.409626719057
Ducati,2900,34000.0,47.0,Gebruikt,2005.0,Benzine,786.409626719057
Ducati,2900,40000.0,37.0,Gebruikt,2001.0,Benzine,786.409626719057
Ducati,2900,17680.0,45.0,Gebruikt,2006.0,Benzine,786.409626719057
Ducati,2900,39000.0,68.0,Gebruikt,2004.0,Benzine,786.409626719057
Ducati,2900,18000.0,44.0,Gebruikt,2003.0,Benzine,786.409626719057
Ducati,2900,27700.0,49.0,Gebruikt,1999.0,Benzine,786.409626719057
Ducati,2900,40000.0,74.0,Gebruikt,2002.0,Benzine,786.409626719057
Ducati,2900,47500.0,57.0,Gebruikt,2001.0,Benzine,786.409626719057
Ducati,2950,50236.0,86.0,Gebruikt,2004.0,Benzine,996.0
Ducati,2950,64000.0,25.0,Gebruikt,2005.0,Benzine,786.409626719057
Ducati,2950,16597.0,44.0,Gebruikt,2003.0,Benzine,618.0
Ducati,2950,45000.0,44.0,Gebruikt,2002.0,Benzine,618.0
Ducati,2950,28600.0,54.623782675551,Gebruikt,2003.0,Not defined,750.0
Ducati,2950,25985.0,57.0,Gebruikt,2002.0,Benzine,900.0
Ducati,2950,24500.0,52.0,Gebruikt,2008.0,Benzine,786.409626719057
Kawasaki,1499,25000.0,72.0,Gebruikt,1995.0,Benzine,599.0
Kawasaki,1499,30300.0,25.0,Gebruikt,1997.0,Benzine,497.0
Kawasaki,1499,94455.0,74.0,Gebruikt,1986.0,Benzine,786.409626719057
Kawasaki,1499,12000.0,48.0,Gebruikt,1995.0,Benzine,400.0
Kawasaki,1500,31000.0,48.0,Gebruikt,2003.0,Benzine,500.0
Kawasaki,1500,10000.0,22.0,Gebruikt,1998.0,Tweetakt,125.0
Kawasaki,1500,65000.0,25.0,Gebruikt,1995.0,Benzine,554.0
Kawasaki,1500,68484.0,44.0,Gebruikt,1991.0,Benzine,786.409626719057
Kawasaki,1500,12994.0,24.0,Gebruikt,2009.0,Benzine,786.409626719057
Kawasaki,1500,56374.0,85.0,Gebruikt,1993.0,Benzine,900.0
Kawasaki,1500,25000.0,4.0,Gebruikt,2010.0,Benzine,786.409626719057
Kawasaki,1500,18000.0,74.0,Gebruikt,1996.0,Benzine,786.409626719057
Kawasaki,1500,52377.0,35.0,Gebruikt,1992.0,Benzine,786.409626719057
Kawasaki,1500,55000.0,44.0,Gebruikt,2001.0,Benzine,786.409626719057
Kawasaki,1500,41000.0,85.0,Gebruikt,1987.0,Benzine,786.409626719057
Kawasaki,1500,70000.0,53.0,Gebruikt,2005.0,Benzine,650.0
Kawasaki,1500,21000.0,25.0,Gebruikt,1997.0,Benzine,786.409626719057
Kawasaki,1500,42000.0,37.0,Gebruikt,1997.0,Benzine,554.0
Kawasaki,1500,50000.0,35.0,Gebruikt,2011.0,Benzine,786.409626719057
Kawasaki,1500,54000.0,36.0,Gebruikt,1992.0,Benzine,786.409626719057
Honda,649,3439.0,5.0,Gebruikt,2004.0,Benzine,786.409626719057
Honda,650,333333.0,34.0,Gebruikt,1984.0,Benzine,786.409626719057
Honda,650,12345.0,2.0,Gebruikt,1987.0,Benzine,786.409626719057
Honda,650,32000.0,11.0,Gebruikt,2008.0,Benzine,786.409626719057
Honda,650,55400.0,12.0,Gebruikt,2007.0,Benzine,786.409626719057
Honda,650,70000.0,26.0,Gebruikt,1994.0,Benzine,786.409626719057
Honda,650,27000.0,4.0,Gebruikt,2001.0,Benzine,786.409626719057
Honda,650,38000.0,48.0,Gebruikt,2005.0,Benzine,786.409626719057
Honda,650,29933.0,13.0,Gebruikt,1998.0,Benzine,786.409626719057
Honda,650,120000.0,27.0,Gebruikt,2001.0,Benzine,786.409626719057
Honda,650,17770.0,5.0,Gebruikt,1995.0,Tweetakt,786.409626719057
Honda,650,9053.0,7.0,Gebruikt,2009.0,Benzine,110.0
Honda,650,93791.0,37.0,Gebruikt,1986.0,Benzine,651.0
Honda,669,45478.0,63.0,Gebruikt,1993.0,Benzine,599.0
Honda,675,15133.0,6.0,Gebruikt,1997.0,Benzine,786.409626719057
Honda,690,16000.0,3.0,Gebruikt,2001.0,Benzine,49.0
Honda,695,12050.0,110.0,Gebruikt,2003.0,Benzine,786.409626719057
Honda,699,10900.0,2.0,Gebruikt,1989.0,Benzine,786.409626719057
Honda,699,26000.0,10.0,Gebruikt,2005.0,Benzine,125.0
Honda,700,30000.0,12.0,Gebruikt,2000.0,Benzine,150.0
BMW,2100,30000.0,55.0,Gebruikt,1993.0,Benzine,786.409626719057
BMW,2100,62050.0,1.0,Gebruikt,2004.0,Benzine,786.409626719057
BMW,2115,40000.0,72.0,Gebruikt,1999.0,Benzine,786.409626719057
BMW,2150,64500.0,74.0,Gebruikt,1990.0,Benzine,1000.0
BMW,2150,99.0,9.0,Gebruikt,1949.0,Benzine,786.409626719057
BMW,2150,32860.0,35.0,Gebruikt,2001.0,Benzine,650.0
BMW,2150,33310.0,37.0,Gebruikt,2001.0,Benzine,650.0
BMW,2150,45000.0,45.0,Gebruikt,2004.0,Benzine,786.409626719057
BMW,2150,43187.0,55.0,Gebruikt,1990.0,Benzine,740.0
BMW,2150,28451.0,37.0,Gebruikt,2002.0,Not defined,652.0
BMW,2150,88800.0,55.0,Gebruikt,1992.0,Benzine,786.409626719057
BMW,2190,81130.0,54.623782675551,Gebruikt,2000.0,Benzine,1200.0
BMW,2190,74216.0,54.623782675551,Gebruikt,2003.0,Benzine,1200.0
BMW,2195,95750.0,54.0,Gebruikt,1997.0,Benzine,786.409626719057
BMW,2200,103000.0,66.0,Gebruikt,1999.0,Benzine,786.409626719057
BMW,2200,73000.0,37.0,Gebruikt,2000.0,Benzine,650.0
BMW,2200,100150.0,55.0,Gebruikt,1994.0,Benzine,786.409626719057
BMW,2200,110000.0,66.0,Gebruikt,1999.0,Benzine,786.409626719057
BMW,2200,29757.0,37.0,Gebruikt,2003.0,Benzine,786.409626719057
BMW,2200,55941.0,51.0,Gebruikt,2003.0,Benzine,786.409626719057
Yamaha,795,42000.0,54.623782675551,Gebruikt,1998.0,Benzine,1200.0
Yamaha,799,13240.0,6.0,Gebruikt,2003.0,Benzine,786.409626719057
Yamaha,799,24370.0,45.0,Gebruikt,1997.0,Benzine,599.0
Yamaha,800,23138.0,15.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,800,90000.0,71.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,800,56000.0,37.0,Gebruikt,1992.0,Benzine,786.409626719057
Yamaha,800,67892.0,74.0,Gebruikt,1986.0,Benzine,1100.0
Yamaha,800,16000.0,10.0,Gebruikt,1998.0,Benzine,786.409626719057
Yamaha,800,43000.0,25.0,Gebruikt,2007.0,Benzine,786.409626719057
Yamaha,800,3500.0,10.0,Gebruikt,1996.0,Tweetakt,786.409626719057
Yamaha,800,32600.0,15.0,Gebruikt,2006.0,Benzine,786.409626719057
Yamaha,800,160000.0,15.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,800,8000.0,63.0,Gebruikt,2012.0,Benzine,786.409626719057
Yamaha,800,8000.0,63.0,Gebruikt,2012.0,Benzine,786.409626719057
Yamaha,800,14000.0,6.0,Gebruikt,2011.0,Benzine,786.409626719057
Yamaha,800,4393.0,2.0,Gebruikt,1982.0,Overig,786.409626719057
Yamaha,800,24000.0,10.0,Gebruikt,2007.0,Benzine,786.409626719057
Yamaha,800,94000.0,53.0,Gebruikt,1987.0,Benzine,786.409626719057
Yamaha,800,34000.0,15.0,Gebruikt,2005.0,Benzine,786.409626719057
Yamaha,800,79095.0,72.0,Gebruikt,1989.0,Benzine,786.409626719057
Ducati,2990,50550.0,54.623782675551,Gebruikt,1999.0,Benzine,600.0
Ducati,2990,23400.0,50.0,Gebruikt,1991.0,Benzine,786.409626719057
Ducati,2990,23400.0,50.0,Gebruikt,1991.0,Benzine,786.409626719057
Ducati,2990,14050.0,13.0,Gebruikt,1977.0,Benzine,125.0
Ducati,2990,26736.0,68.0,Gebruikt,1992.0,Benzine,750.0
Ducati,2990,24543.0,54.623782675551,Gebruikt,2003.0,Benzine,786.409626719057
Ducati,2990,25000.0,54.623782675551,Gebruikt,2002.0,Benzine,620.0
Ducati,2990,33138.0,54.623782675551,Gebruikt,2002.0,Not defined,786.409626719057
Ducati,2999,45000.0,68.0,Gebruikt,2006.0,Benzine,786.409626719057
Ducati,2999,14985.0,54.0,Gebruikt,2006.0,Benzine,786.409626719057
Ducati,2999,64000.0,63.0,Gebruikt,2004.0,Benzine,786.409626719057
Ducati,2999,22000.0,57.0,Gebruikt,2005.0,Benzine,786.409626719057
Ducati,2999,24000.0,72.0,Gebruikt,1998.0,Benzine,750.0
Ducati,3000,28300.0,59.0,Gebruikt,2007.0,Benzine,786.409626719057
Ducati,3000,19000.0,62.0,Gebruikt,2002.0,Benzine,786.409626719057
Ducati,3000,14300.0,47.0,Gebruikt,2002.0,Benzine,786.409626719057
Ducati,3000,37018.0,64.0,Gebruikt,2003.0,Benzine,786.409626719057
Ducati,3000,38000.0,55.0,Gebruikt,1998.0,Benzine,786.409626719057
Ducati,3000,55000.0,74.0,Gebruikt,2001.0,Benzine,786.409626719057
Ducati,3000,48000.0,59.0,Gebruikt,2005.0,Benzine,786.409626719057
Kawasaki,1500,38500.0,35.0,Gebruikt,2001.0,Benzine,786.409626719057
Kawasaki,1500,45000.0,79.0,Gebruikt,2000.0,Benzine,786.409626719057
Kawasaki,1500,24317.0,37.0,Gebruikt,1997.0,Benzine,786.409626719057
Kawasaki,1500,5000.0,51.0,Gebruikt,1982.0,Benzine,786.409626719057
Kawasaki,1500,56356.0,90.0,Gebruikt,2000.0,Benzine,786.409626719057
Kawasaki,1500,30000.0,37.0,Gebruikt,1986.0,Benzine,786.409626719057
Kawasaki,1500,56000.0,56.0,Gebruikt,1995.0,Benzine,750.0
Kawasaki,1500,27500.0,599.0,Gebruikt,1999.0,Benzine,786.409626719057
Kawasaki,1500,21030.0,24.0,Gebruikt,2008.0,Benzine,786.409626719057
Kawasaki,1500,18000.0,22.0,Gebruikt,2000.0,Benzine,786.409626719057
Kawasaki,1500,48800.0,56.0,Gebruikt,2000.0,Benzine,786.409626719057
Kawasaki,1500,12000.0,20.0,Gebruikt,1982.0,Benzine,786.409626719057
Kawasaki,1500,106000.0,35.0,Gebruikt,2001.0,Benzine,786.409626719057
Kawasaki,1500,12000.0,24.0,Gebruikt,2003.0,Benzine,786.409626719057
Kawasaki,1500,20700.0,45.0,Gebruikt,1997.0,Benzine,786.409626719057
Kawasaki,1500,72000.0,54.623782675551,Gebruikt,2004.0,Benzine,1000.0
Kawasaki,1500,66000.0,102.0,Gebruikt,1995.0,Benzine,786.409626719057
Kawasaki,1500,67481.0,74.0,Gebruikt,2002.0,Benzine,600.0
Kawasaki,1500,71227.0,53.0,Gebruikt,1992.0,Benzine,739.0
Kawasaki,1500,29433.0,56.0,Gebruikt,1999.0,Benzine,739.0
Honda,700,51000.0,14.0,Gebruikt,2002.0,Benzine,786.409626719057
Honda,700,195.0,152.0,Gebruikt,2019.0,Benzine,786.409626719057
Honda,700,37619.0,8.0,Gebruikt,2012.0,Benzine,786.409626719057
Honda,700,98000.0,98.0,Gebruikt,1987.0,Benzine,786.409626719057
Honda,700,49000.0,36.0,Gebruikt,2001.0,Tweetakt,786.409626719057
Honda,700,24760.0,11.0,Gebruikt,2009.0,Benzine,786.409626719057
Honda,700,29500.0,10.0,Gebruikt,2015.0,Benzine,786.409626719057
Honda,700,100.0,37.0,Gebruikt,2003.0,Benzine,786.409626719057
Honda,700,11500.0,2.0,Gebruikt,2000.0,Tweetakt,786.409626719057
Honda,700,53000.0,20.0,Gebruikt,1989.0,Benzine,786.409626719057
Honda,700,13200.0,10.0,Gebruikt,1997.0,Tweetakt,786.409626719057
Honda,700,27274.0,14.0,Gebruikt,2004.0,Benzine,786.409626719057
Honda,700,50000.0,10.0,Gebruikt,2008.0,Benzine,786.409626719057
Honda,700,31000.0,30.0,Gebruikt,2002.0,Benzine,786.409626719057
Honda,700,50000.0,11.0,Gebruikt,2007.0,Benzine,786.409626719057
Honda,700,50000.0,19.0,Gebruikt,2005.0,Benzine,786.409626719057
Honda,700,52000.0,125.0,Gebruikt,2012.0,Benzine,786.409626719057
Honda,700,20000.0,100.0,Gebruikt,2006.0,Benzine,786.409626719057
Honda,700,50000.0,1.0,Gebruikt,2006.0,Benzine,786.409626719057
Honda,700,50000.0,11.0,Gebruikt,2008.0,Benzine,786.409626719057
BMW,2200,65000.0,72.0,Gebruikt,1997.0,Benzine,786.409626719057
BMW,2200,0.0,7.0,Nieuw,2002.5164528722808,0,786.409626719057
BMW,2200,160000.0,66.0,Gebruikt,1997.0,Benzine,786.409626719057
BMW,2200,29900.0,25.0,Gebruikt,2001.0,Benzine,652.0
BMW,2200,95000.0,66.0,Gebruikt,2001.0,Benzine,786.409626719057
BMW,2200,53400.0,123.0,Gebruikt,1996.0,Benzine,786.409626719057
BMW,2200,52000.0,11.0,Gebruikt,2002.0,Benzine,125.0
BMW,2200,73000.0,37.0,Gebruikt,2006.0,Benzine,786.409626719057
BMW,2200,109000.0,52.0,Gebruikt,1998.0,Benzine,850.0
BMW,2200,107095.0,72.0,Gebruikt,1993.0,Benzine,786.409626719057
BMW,2200,121246.0,66.0,Gebruikt,1997.0,Benzine,1083.0
BMW,2200,80610.0,54.623782675551,Gebruikt,1998.0,Benzine,1100.0
BMW,2249,72200.0,66.0,Gebruikt,1996.0,Benzine,786.409626719057
BMW,2250,62272.0,66.0,Gebruikt,1996.0,Benzine,786.409626719057
BMW,2250,50000.0,37.0,Gebruikt,2002.0,Benzine,786.409626719057
BMW,2250,48858.0,54.0,Gebruikt,1999.0,Benzine,850.0
BMW,2250,105700.0,96.0,Gebruikt,1997.0,Benzine,786.409626719057
BMW,2250,25000.0,35.0,Gebruikt,1998.0,Benzine,650.0
BMW,2250,97500.0,55.0,Gebruikt,1991.0,Benzine,740.0
BMW,2280,69800.0,54.0,Gebruikt,2003.0,Benzine,848.0
Yamaha,800,46000.0,25.0,Gebruikt,1985.0,Benzine,786.409626719057
Yamaha,800,38444.0,15.0,Gebruikt,2006.0,Benzine,786.409626719057
Yamaha,800,48545.0,54.0,Gebruikt,1987.0,Benzine,600.0
Yamaha,800,4000.0,2.0,Gebruikt,2011.0,Benzine,786.409626719057
Yamaha,800,27000.0,65.0,Gebruikt,1998.0,Benzine,786.409626719057
Yamaha,800,61000.0,45.0,Gebruikt,1992.0,Benzine,786.409626719057
Yamaha,800,77000.0,69.0,Gebruikt,2003.0,Benzine,786.409626719057
Yamaha,800,10000.0,2.0,Gebruikt,2011.0,Tweetakt,786.409626719057
Yamaha,800,4182.0,2.0,Gebruikt,2008.0,Benzine,786.409626719057
Yamaha,800,5751.0,3.0,Gebruikt,2016.0,Benzine,786.409626719057
Yamaha,800,34849.0,96.0,Gebruikt,1988.0,Benzine,1199.0
Yamaha,800,40000.0,15.0,Gebruikt,2007.0,Benzine,786.409626719057
Yamaha,800,55000.0,38.0,Gebruikt,2004.0,Benzine,786.409626719057
Yamaha,800,58000.0,15.0,Gebruikt,2005.0,Benzine,400.0
Yamaha,800,14350.0,9.0,Gebruikt,2001.0,Benzine,124.0
Yamaha,800,34000.0,50.0,Gebruikt,2014.0,Benzine,786.409626719057
Yamaha,800,13985.0,11.0,Gebruikt,2007.0,Benzine,786.409626719057
Yamaha,800,31500.0,15.0,Gebruikt,2008.0,Benzine,786.409626719057
Yamaha,800,8248.0,3.0,Gebruikt,2010.0,Tweetakt,786.409626719057
Yamaha,830,18709.0,9.0,Gebruikt,1998.0,Benzine,786.409626719057
Ducati,3000,38000.0,204.0,Gebruikt,2003.0,Benzine,786.409626719057
Ducati,3000,39000.0,72.0,Gebruikt,2007.0,Benzine,786.409626719057
Ducati,3000,45000.0,25.0,Gebruikt,2005.0,Benzine,400.0
Ducati,3000,50000.0,62.0,Gebruikt,2004.0,Benzine,786.409626719057
Ducati,3000,38000.0,44.0,Gebruikt,2006.0,Benzine,786.409626719057
Ducati,3000,52000.0,57.0,Gebruikt,2005.0,Benzine,786.409626719057
Ducati,3000,46000.0,86.0,Gebruikt,2004.0,Benzine,786.409626719057
Ducati,3000,54000.0,101.0,Gebruikt,2002.0,Benzine,786.409626719057
Ducati,3000,60000.0,35.0,Gebruikt,1995.0,Benzine,786.409626719057
Ducati,3000,43000.0,62.0,Gebruikt,2005.0,Benzine,786.409626719057
Ducati,3000,40989.0,44.0,Gebruikt,2004.0,Benzine,620.0
